"imdb.uid","Country","Title","Type","imdb.rating","runtime","Year","Letterboxd.Rating","Letterboxd.Votes"
"tt0094286","#N/A","American Playhouse: Waiting for the Moon","tvEpisode",6.3,88,1987,"#N/A","#N/A"
"tt0071615","Mexico","La montaña sagrada","movie",7.9,114,1973,"4.12","18697"
"tt0098175","#N/A","Recordações da Casa Amarela","movie",7.6,122,1989,"3.91","609"
"tt0078875","Germany","Die Blechtrommel","movie",7.5,142,1979,"3.66","4329"
"tt4413794","Iraq","Homeland (Iraq Year Zero)","movie",8.3,334,2015,"4.19","322"
"tt0020475","Germany","Tagebuch einer Verlorenen","movie",7.9,104,1929,"3.87","1483"
"tt0206935","#N/A","Mexican Symphony","movie",8,NA,1941,NA,NA
"tt0055082","France","Leon Morin, Priest","movie",7.7,117,1961,"3.89","2017"
"tt0043278","USA","An American in Paris","movie",7.2,114,1951,"3.62","10601"
"tt0058888","Japan","red beard","movie",8.3,185,1965,"4.18","4254"
"tt0421715","USA","The Curious Case of Benjamin Button","movie",7.8,166,2008,"3.54","101468"
"tt0299658","USA","Chicago","movie",7.1,113,2002,"3.66","42666"
"tt0098825","UK","House of Cards","tvMiniSeries",8.4,226,1990,"4.11","2621"
"tt0388795","USA","Brokeback Mountain","movie",7.7,134,2005,"4","85152"
"tt0295297","Germany","Harry Potter and the Chamber of Secrets","movie",7.4,161,2002,"3.58","151127"
"tt0262415","South Korea","Hwanyeo","movie",6.8,98,1971,"4.13","1821"
"tt0078386","Japan","Sâdo","movie",7,102,1978,"3.42","35"
"tt0025456","UK","Man of Aran","movie",7.3,76,1934,"3.46","703"
"tt0478411","New Zealand","hidden","movie",4.2,93,2005,NA,NA
"tt9652782","#N/A","Bait","movie",7.2,89,2019,"3.95","3458"
"tt1715802","#N/A","How to Die in Oregon","movie",8.3,107,2011,"3.96","685"
"tt0078831","Chile","La batalla de Chile: La lucha de un pueblo sin armas - Tercera parte: El poder popular","movie",7.9,80,1979,"3.95","476"
"tt0099785","USA","Home Alone","movie",7.6,103,1990,"3.68","141814"
"tt0067185","USA","harold and maude","movie",7.9,91,1971,"4.04","27149"
"tt0080388","Canada","Atlantic City, USA","movie",7.3,104,1980,"3.62","3225"
"tt1424432","UK","Senna","movie",8.5,106,2010,"4.09","15343"
"tt0037426","#N/A","Velikiy perelom","movie",6.3,108,1945,"3.28","32"
"tt0084042","Egypt","Hadduta misrija","movie",7.3,115,1982,"3.79","147"
"tt1313092","Australia","Animal Kingdom","movie",7.3,113,2010,"3.72","11162"
"tt0059880","USA","Vinyl","movie",4.5,70,1965,"2.99","610"
"tt0096283","Japan","Tonari no Totoro","movie",8.2,86,1988,"4.2","112329"
"tt0104684","Hong Kong","Lat sau san taam","movie",7.8,128,1992,"4.02","14922"
"tt0407926","USA","Kill Your Idols","movie",6.5,75,2004,"3.07","237"
"tt0073076","USA","Grey Gardens","movie",7.6,95,1975,"3.94","9465"
"tt0056907","USA","The Cardinal","movie",6.7,175,1963,"3.32","314"
"tt0048434","France","Nuit et brouillard","short",8.6,32,1956,"4.34","8644"
"tt0089748","Bosnia and Herzegovina","Otac na sluzbenom putu","movie",7.8,136,1985,"3.74","827"
"tt0389790","USA","Bee Movie","movie",6.1,91,2007,"2.59","49520"
"tt0053459","France","Les yeux sans visage","movie",7.7,90,1960,"3.94","19146"
"tt0078868","Hungary","Bizalom","movie",7.6,105,1980,"3.84","254"
"tt0047136","USA","Johnny Guitar","movie",7.7,110,1954,"4.04","7581"
"tt0018578","USA","Wings","movie",7.5,144,1927,"3.67","3528"
"tt0061883","Ukraine","Korotkie vstrechi","movie",7.4,96,1967,"3.61","206"
"tt0022958","USA","Grand Hotel","movie",7.4,112,1932,"3.54","4055"
"tt0078346","UK","Superman","movie",7.3,143,1978,"3.62","33057"
"tt0139500","Portugal","No Quarto da Vanda","movie",7.1,171,2000,"4.06","1222"
"tt0088763","USA","Back to the Future","movie",8.5,116,1985,"4.24","206014"
"tt0101318","France","Les amants du Pont-Neuf","movie",7.6,125,1991,"4.03","5587"
"tt4897822","USA","Where to Invade Next","movie",7.5,120,2015,"3.48","7457"
"tt0105197","China","The Story of Qiu Ju","movie",7.6,100,1992,"3.64","886"
"tt2119532","Australia","Hacksaw Ridge","movie",8.1,139,2016,"3.73","98270"
"tt0209463","Iran","Bad ma ra khahad bord","movie",7.6,118,1999,"3.96","3775"
"tt0178109","USA","Witch's Cradle","short",6.3,12,1944,"3.43","831"
"tt0074749","USA","The Killing of a Chinese Bookie","movie",7.5,135,1976,"3.88","7031"
"tt0048356","USA","Marty","movie",7.7,90,1955,"3.83","5791"
"tt0443453","UK","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","movie",7.3,84,2006,"3.49","70098"
"tt0045708","USA","Duck Amuck","short",8.6,7,1953,"4.29","4222"
"tt4171032","USA","World of Tomorrow","short",8.1,17,2015,"4.2","20389"
"tt0057877","UK","Becket","movie",7.8,148,1964,"3.72","1768"
"tt0120338","USA","Titanic","movie",7.8,194,1997,"3.71","182980"
"tt0055031","Germany","judgment at nuremberg","movie",8.2,179,1961,"4.07","5560"
"tt0264234","#N/A","Civilisation","tvSeries",8.7,700,1969,"4.01","67"
"tt0031885","France","The Rules of the Game","movie",8.1,110,1939,"4.09","11812"
"tt0047445","Japan","sansho the bailiff","movie",8.4,124,1954,"4.31","6618"
"tt0058150","UK","Goldfinger","movie",7.7,110,1964,"3.77","33221"
"tt0097437","India","gitanjali","movie",8.3,142,1989,"3.76","75"
"tt0071853","UK","Monty Python and the Holy Grail","movie",8.2,91,1975,"4.11","95801"
"tt1706620","Czechia","Snowpiercer","movie",7.1,126,2013,"3.64","128859"
"tt0082949","France","Le professionnel","movie",7.6,108,1981,"3.46","976"
"tt0027235","Russian Federation","yunost maksima","movie",7,92,1935,"3.27","34"
"tt0060107","Russian Federation","Andrey Rublev","movie",8.2,205,1966,"4.36","14069"
"tt0025524","Mexico","the woman of the port ","movie",7.3,76,1934,"3.43","147"
"tt0073195","USA","Jaws","movie",8,124,1975,"4.09","143092"
"tt0063268","Senegal","mandabi","movie",7.4,90,1968,"3.58","247"
"tt0018742","USA","the cameraman","movie",8.3,69,1928,"3.99","3768"
"tt0069737","India","distant thunder","movie",8.2,101,1973,"3.8","222"
"tt0374900","USA","Napoleon Dynamite","movie",6.9,96,2004,"3.47","59413"
"tt0105271","India","roja","movie",8.2,137,1992,"3.68","327"
"tt11697522","USA","Sungazer","short",NA,9,2020,"#N/A","#N/A"
"tt0024803","France","Zero for Conduct","movie",7.3,44,1933,"3.73","3866"
"tt2005151","Cambodia","War Dogs","movie",7.1,114,2016,"3.18","39543"
"tt0121403","#N/A","Indul a bakterház","tvMovie",8.4,66,1980,"3.75","118"
"tt0055601","Spain","viridiana","movie",8.2,90,1961,"4.05","8014"
"tt0043338","USA","Ace in the Hole","movie",8.2,111,1951,"4.17","11883"
"tt0435761","USA","toy story 3","movie",8.3,103,2010,"4.06","173945"
"tt0088680","USA","After Hours","movie",7.7,97,1985,"3.94","23443"
"tt0038991","USA","The Stranger","movie",7.4,95,1946,"3.6","10183"
"tt1020773","France","Copie conforme","movie",7.3,106,2010,"4.01","13779"
"tt0304141","UK","Harry Potter and the Prisoner of Azkaban","movie",7.9,142,2004,"4.02","171429"
"tt0367594","Australia","Charlie and the Chocolate Factory","movie",6.6,115,2005,"2.9","114585"
"tt0062480","France","Week End","movie",7.2,105,1967,"3.73","7919"
"tt0076666","USA","Saturday Night Fever","movie",6.8,118,1977,"3.36","17693"
"tt0237572","USA","The Pledge","movie",6.8,124,2001,"3.3","6211"
"tt0086190","USA","Star Wars: Episode VI - Return of the Jedi","movie",8.3,131,1983,"4.01","192848"
"tt0060304","France","two or three things I know about her","movie",6.8,87,1967,"3.48","4159"
"tt0071608","#N/A","Tsaplya i zhuravl","short",7.3,10,1974,"3.45","271"
"tt0184907","USA","Snow Day","movie",5.1,89,2000,"2.28","2716"
"tt0118845","Hong Kong","happy together","movie",7.8,96,1997,"4.09","13937"
"tt8743180","UK","Leading Lady Parts","tvShort",8.5,8,2018,"4","2051"
"tt0050613","Japan","Throne of Blood","movie",8.1,110,1957,"4.18","16128"
"tt4196450","USA","The Birth of a Nation","movie",6.4,120,2016,"2.95","7553"
"tt0459666","Taiwan","Zui hao de shi guang","movie",7,132,2005,"3.75","2325"
"tt8535968","Germany","Systemsprenger","movie",8.1,118,2019,"4.01","3570"
"tt0075314","USA","Taxi Driver","movie",8.3,114,1976,"4.28","170612"
"tt0265298","USA","Big Fat Liar","movie",5.4,88,2002,"2.61","10884"
"tt0080770","Poland","Gadajace glowy","short",8,16,1980,"4.1","1387"
"tt1166827","USA","Zeitgeist","video",8.1,118,2007,"2.87","3218"
"tt0247199","USA","The Believer","movie",7.2,98,2001,"3.37","5100"
"tt0065772","France","claire's knee","movie",7.8,105,1970,"3.91","4867"
"tt0077138","Italy","L'albero degli zoccoli","movie",7.9,186,1978,"3.94","1515"
"tt0015174","Germany","Die Nibelungen: Kriemhilds Rache","movie",7.9,129,1924,"3.98","1218"
"tt0770802","#N/A","Samsara","movie",8.5,102,2011,"4.11","8786"
"tt0072500","#N/A","Fawlty Towers","tvSeries",8.7,360,1975,"4.13","571"
"tt0367882","USA","Indiana Jones and the Kingdom of the Crystal Skull","movie",6.1,122,2008,"2.48","80392"
"tt7391996","India","C/o Kancharapalem","movie",9,152,2018,"4.04","298"
"tt0166924","France","Mulholland Dr.","movie",7.9,147,2001,"4.19","102341"
"tt0071249","USA","Bring Me the Head of Alfredo Garcia","movie",7.5,112,1974,"3.87","6522"
"tt0093058","UK","Full Metal Jacket","movie",8.3,116,1987,"4.12","114325"
"tt0038190","USA","a tree grows in brooklyn","movie",8.1,129,1945,"3.88","1070"
"tt1992935","Japan","Mononoke","tvMiniSeries",8.3,300,2007,"4.03","109"
"tt0067445","Italy","Morte a Venezia","movie",7.4,130,1971,"3.76","4234"
"tt0040560","Mexico","maclovia ","movie",6.4,105,1948,"3.57","34"
"tt0076843","USA","The Turning Point","movie",6.9,119,1977,"3.14","680"
"tt0167404","USA","the sixth sense","movie",8.1,107,1999,"3.93","118374"
"tt0223797","Senegal","Niaye","short",7.5,35,1964,"3.47","50"
"tt0425637","China","Chi bi","movie",7.4,146,2008,"3.56","4196"
"tt9536804","#N/A","Blessed","movie",9.3,83,2018,"2.18","147"
"tt0067961","USA","Wanda","movie",7.1,102,1970,"3.84","4522"
"tt0066921","UK","A Clockwork Orange","movie",8.3,136,1971,"4.18","156591"
"tt0097814","#N/A","Majo no takkyûbin","movie",7.9,103,1989,"4.07","50382"
"tt1002543","#N/A","Santiago","movie",8.1,80,2007,"3.96","689"
"tt0068346","Italy","Il caso Mattei","movie",7.6,116,1972,"3.63","335"
"tt0457430","Mexico","pan's labyrinth","movie",8.2,118,2006,"4.17","142580"
"tt8824544","#N/A","Betty Feeds The Animals","short",NA,9,2019,"#N/A","#N/A"
"tt0058006","Brazil","Deus e o Diabo na Terra do Sol","movie",7.3,120,1964,"3.98","2725"
"tt0085635","#N/A","Hai tan de yi tian","movie",7.5,166,1983,"3.95","894"
"tt0063679","Italy","Tepepa","movie",6.7,133,1969,"3.48","229"
"tt0017136","Germany","Metropolis","movie",8.3,153,1927,"4.2","37717"
"tt9639470","#N/A","Last Night in Soho","movie",NA,NA,2020,NA,NA
"tt0097922","Hong Kong","Hap ga foon","movie",6.5,100,1989,NA,NA
"tt0128445","USA","Rushmore","movie",7.7,93,1998,"3.93","64249"
"tt0061882","Japan","Koroshi no rakuin","movie",7.4,91,1967,"3.84","9775"
"tt1033575","USA","The Descendants","movie",7.3,115,2011,"3.52","37978"
"tt5013056","France","Dunkirk","movie",7.9,106,2017,"3.89","237229"
"tt0049784","Japan","Sôshun","movie",7.9,145,1956,"4.03","1419"
"tt0077711","France","autumn sonata","movie",8.3,99,1978,"4.26","11373"
"tt1534085","Canada","Beyond the Black Rainbow","movie",6.1,110,2010,"3.24","10652"
"tt7768848","USA","Wild Wild Country","tvMiniSeries",8.2,403,2018,"4.01","7337"
"tt0038355","USA","the big sleep","movie",8,114,1946,"3.97","17420"
"tt0058461","Germany","Per un pugno di dollari","movie",8,99,1964,"3.89","38372"
"tt2321549","Australia","The Babadook","movie",6.8,94,2014,"3.51","110180"
"tt0074901","#N/A","Mikey and Nicky","movie",7.4,119,1976,"3.95","6149"
"tt0035015","USA","The magnificent ambersons","movie",7.9,88,1942,"3.87","8887"
"tt0060959","#N/A","Sedmikrásky","movie",7.4,74,1966,"3.95","12254"
"tt0353969","South Korea","Memories of Murder","movie",8.1,132,2003,"4.25","38610"
"tt0480025","UK","This Is England","movie",7.7,101,2006,"3.91","16860"
"tt1165293","Brazil","Jogo de Cena","movie",8.5,100,2007,"4.38","1743"
"tt0074400","#N/A","Il deserto dei tartari","movie",7.6,140,1976,"3.76","336"
"tt0293007","#N/A","Carandiru","movie",7.6,145,2003,"3.74","3494"
"tt0049730","USA","The Searchers","movie",7.9,119,1956,"3.92","22306"
"tt6751668","South Korea","Gisaengchung","movie",8.6,132,2019,"4.59","188079"
"tt0093509","#N/A","Matewan","movie",7.9,135,1987,"3.95","1649"
"tt0303331","Austria","Dream Work","short",6.8,10,2001,"3.69","698"
"tt0074285","USA","Carrie","movie",7.4,98,1976,"3.8","69034"
"tt0338013","USA","Eternal Sunshine of the Spotless Mind","movie",8.3,108,2004,"4.21","200169"
"tt0072443","Russian Federation","Zerkalo","movie",8.1,107,1975,"4.29","20014"
"tt0077248","#N/A","Blue Collar","movie",7.5,114,1978,"3.96","3511"
"tt0093389","China","The Last Emperor","movie",7.7,163,1987,"3.75","11187"
"tt0389860","USA","Click","movie",6.4,107,2006,"2.58","61570"
"tt0036618","USA","At Land","short",7.5,15,1944,"3.89","2366"
"tt0068182","Germany","Aguirre, der Zorn Gottes","movie",8,95,1972,"4.11","21946"
"tt0473434","UK","49 Up","tvMovie",8.2,180,2005,"3.96","985"
"tt5221584","Brazil","Aquarius","movie",7.5,146,2016,"4.05","13037"
"tt0074740","Italy","Keoma","movie",7.1,105,1976,"3.67","1449"
"tt0108122","USA","Short Cuts","movie",7.7,188,1993,"3.98","9740"
"tt0036506","Denmark","Vredens dag","movie",8.2,97,1943,"4.11","3883"
"tt0058182","UK","a hard day's night","movie",7.6,87,1964,"3.81","16986"
"tt0053976","Sweden","the virgin spring","movie",8.1,89,1960,"4.04","10497"
"tt0069687","Germany","alice in the cities","movie",8,110,1974,"4.02","5142"
"tt0106356","USA","Barbarians at the Gate","tvMovie",7.2,107,1993,"3.34","193"
"tt0808506","Japan","the girl who leapt through time","movie",7.8,98,2006,"3.76","19758"
"tt0283283","Taiwan","Qianxi mànbo","movie",7.1,119,2001,"3.85","4465"
"tt7163910","Germany","Die Zweite Heimat - Chronik Einer Jugend","tvSeries",8.7,1532,1992,"4.03","100"
"tt0318437","Russian Federation","Pyos Barbos i neobychnyj kross","short",7.9,14,1961,"3.41","96"
"tt0049406","USA","The Killing","movie",8,84,1956,"3.95","22432"
"tt0053987","#N/A","Katok i skripka","movie",7.4,46,1961,"3.59","2675"
"tt1955162","UK","All Watched Over by Machines of Loving Grace","tvMiniSeries",8.4,180,2011,"4.07","793"
"tt2562232","#N/A","Birdman or (The Unexpected Virtue of Ignorance)","movie",7.7,119,2014,"3.92","224704"
"tt0075726","#N/A","Barbara Broadcast","movie",6.6,82,1977,NA,NA
"tt0070359","France","La maman et la putain","movie",8,217,1973,"4.15","2381"
"tt0054599","Italy","accattone","movie",7.8,117,1961,"3.86","2630"
"tt0092005","USA","Stand by Me","movie",8.1,89,1986,"4.1","77634"
"tt0098492","#N/A","Top wo Nerae!","tvMiniSeries",7.8,180,1988,"#N/A","#N/A"
"tt0045061","USA","The Quiet Man","movie",7.8,129,1952,"3.72","5956"
"tt8099236","Canada","El silencio de otros","movie",8,96,2018,"3.99","766"
"tt0070849","France","Last Tango in Paris","movie",7,129,1972,"3.39","10775"
"tt0042804","Mexico","Los olvidados","movie",8.3,85,1950,"4.16","6430"
"tt0058003","France","red desert","movie",7.7,117,1964,"3.96","7439"
"tt0075612","USA","3 Women","movie",7.8,124,1977,"4.08","8953"
"tt0023622","USA","Trouble in Paradise","movie",8,83,1932,"4.06","5319"
"tt0120657","USA","the 13th warrior","movie",6.6,102,1999,"3","7445"
"tt0165078","Japan","Wandafuru raifu","movie",7.7,119,1998,"4","6661"
"tt0056512","Italy","Il sorpasso","movie",8.3,105,1962,"4.15","3355"
"tt0111507","France","Trois couleurs: Blanc","movie",7.7,92,1994,"3.76","19255"
"tt0279077","Japan","FLCL","tvMiniSeries",8.2,151,2000,"4.2","4821"
"tt0102926","USA","The Silence of the Lambs","movie",8.6,118,1991,"4.32","214467"
"tt10633456","USA","Minari","movie",8.2,115,2020,"4.24","380"
"tt0113247","France","la haine","movie",8.1,98,1995,"4.24","33549"
"tt0077729","Germany","In einem Jahr mit 13 Monden","movie",7.5,124,1978,"4.04","1838"
"tt0115734","USA","Bottle Rocket","movie",7,91,1996,"3.52","31712"
"tt0013086","Germany","Dr. Mabuse, der Spieler","movie",7.9,242,1922,"3.9","2562"
"tt0104350","Sweden","Den goda viljan","movie",7.8,180,1992,"3.68","417"
"tt0047876","#N/A","Il bidone","movie",7.5,113,1955,"3.6","1312"
"tt0120762","USA","Mulan","movie",7.6,88,1998,"3.97","99691"
"tt4819510",NA,"Chicken People","movie",7,83,2016,"3.37","424"
"tt0068473","USA","Deliverance","movie",7.7,109,1972,"3.77","20110"
"tt7472352","Singapore","Shirkers","movie",7.4,97,2018,"3.92","14943"
"tt0056218","USA","The Manchurian Candidate","movie",7.9,126,1962,"3.97","10685"
"tt0077405","USA","days of heaven","movie",8,94,1978,"4.09","24865"
"tt10198576","#N/A","Century of Cinema","tvSeries",7.5,NA,1995,"3.08","171"
"tt0406501","#N/A","7:35 de la mañana","short",7.3,8,2003,"#N/A","#N/A"
"tt1416801","USA","Kill the Irishman","movie",7.1,106,2011,"3.08","2879"
"tt0297101","Netherlands","elegy of a voyage","movie",7.6,48,2001,"3.82","273"
"tt0133093","Australia","The Matrix","movie",8.7,136,1999,"4.14","210639"
"tt0308971","France","Le tempestaire","short",7.2,22,1947,"3.67","421"
"tt0079672","USA","Opening Night","movie",8,144,1977,"4.15","5877"
"tt0112817","Germany","Dead Man","movie",7.6,121,1995,"3.79","19525"
"tt0094349","Burkina Faso","brightness","movie",7.1,105,1987,"3.63","1289"
"tt0056197","USA","the longest day","movie",7.8,178,1962,"3.68","4694"
"tt0443536","USA","Hoodwinked!","movie",6.4,80,2005,"2.78","16965"
"tt0081148","Greece","O Megalexandros","movie",7.5,210,1980,"3.9","328"
"tt0460829","Poland","Inland empire","movie",6.9,180,2006,"3.68","18615"
"tt0211915","France","Le fabuleux destin d'Amélie Poulain","movie",8.3,122,2001,"4.08","123851"
"tt1069238","Japan","Okuribito","movie",8.1,130,2008,"3.91","6861"
"tt0021577","France","L'Age d'Or","movie",7.3,60,1930,"3.62","5487"
"tt0025919","USA","twentieth century","movie",7.8,91,1934,"3.62","1775"
"tt8387348","#N/A","La casa de las flores","tvSeries",7.8,1500,2018,"#N/A","#N/A"
"tt0046487","France","Les vacances de Monsieur Hulot","movie",7.5,114,1953,"3.73","6459"
"tt0036112","UK","The life and death of colonel blimp","movie",8.2,163,1943,"4.23","5279"
"tt0024264","#N/A","Little Women","movie",7.2,115,1933,"3.43","1726"
"tt0133240","USA","Treasure Planet","movie",7.2,95,2002,"3.58","34123"
"tt0260354","Brazil","Sem Essa, Aranha","movie",6.7,102,1970,"4.08","316"
"tt0107207","UK","in the name of the father","movie",8.1,133,1993,"3.94","13321"
"tt0083702","USA","Burden of Dreams","movie",7.9,95,1982,"4.02","4513"
"tt0272338","USA","Punch-drunk love","movie",7.3,95,2002,"3.93","76148"
"tt1420561","Germany","Port of Memory","movie",5.9,62,2010,"3.5","24"
"tt0102138","USA","JFK","movie",8,189,1991,"3.83","20124"
"tt1302546","UK","Ways of Seeing","tvSeries",8.5,120,1972,"4.12","383"
"tt0055614","USA","west side story","movie",7.5,153,1961,"3.77","34193"
"tt10240438","Brazil","Estou Me Guardando Para Quando O Carnaval Chegar","movie",7.8,86,2019,"3.99","1484"
"tt0079579","Russian Federation","moscow does not believe in tears","movie",8.1,150,1980,"3.76","991"
"tt0319343","USA","Elf","movie",6.9,97,2003,"3.44","83610"
"tt0073540","Australia","Picnic at Hanging Rock","movie",7.5,115,1975,"3.85","14501"
"tt0050634","Russian Federation","The Cranes Are Flying","movie",8.3,95,1957,"4.23","5123"
"tt0420087","USA","A Prairie Home Companion","movie",6.7,105,2006,"3.28","3883"
"tt0364569","South Korea","Oldboy","movie",8.4,120,2003,"4.29","112070"
"tt0018217","Russian Federation","Oktyabr","movie",7.4,142,1927,"3.7","2527"
"tt0073800","Greece","the travelling players","movie",8,230,1975,"4.05","1010"
"tt0111535","France","Tous les garçons et les filles de leur âge...: US Go Home","tvEpisode",7.9,58,1994,"4.09","1805"
"tt0103935","#N/A","Qing shao nian nuo zha","movie",7.6,106,1992,"3.91","3926"
"tt0103282","Australia","A Woman's Tale","movie",6.9,93,1991,"3.53","76"
"tt0046022","France","Madame de...","movie",8,105,1953,"4.09","5064"
"tt0018118","#N/A","The Loves of Carmen","movie",6.8,90,1927,NA,NA
"tt5083738","Ireland","The Favourite","movie",7.6,119,2018,"4.08","163148"
"tt0069762","USA","Badlands","movie",7.8,94,1973,"4.07","32648"
"tt0055601","Mexico","Viridiana","movie",8.1,90,1961,"4.05","13040"
"tt6725014","Sweden","Scener ur ett äktenskap","movie",8.5,169,1974,"4.32","7074"
"tt0026138","USA","Bride of Frankenstein","movie",7.8,75,1935,"4","17121"
"tt0064356","Iran","The Cow","movie",8.1,104,1969,"3.77","1134"
"tt0045793","USA","From Here to Eternity","movie",7.6,118,1953,"3.71","6769"
"tt0053291","USA","Some Like It Hot","movie",8.2,121,1959,"4.14","41182"
"tt1646103","#N/A","Hai shang chuan qi","movie",7,125,2010,"3.51","312"
"tt0219928","France","Mor vran","short",7,26,1931,"3.49","92"
"tt1242422","France","Celda 211","movie",7.6,113,2009,"3.67","4946"
"tt1039960","#N/A","Estômago","movie",7.8,113,2007,"3.95","1793"
"tt0072962","Germany","f for fake","movie",7.8,89,1973,"4.06","12108"
"tt0245929","China","Guizi lai le","movie",8.2,139,2000,"4.09","897"
"tt0067439","Canada","Mon oncle Antoine","movie",7.6,104,1971,"3.7","1018"
"tt0084707","UK","sophie's choice","movie",7.6,150,1982,"3.61","8883"
"tt0176694","Hungary","the tragedy of man","movie",7.8,160,2011,"3.86","141"
"tt0783233","UK","Atonement","movie",7.8,123,2007,"3.86","46388"
"tt0098258","USA","Say Anything...","movie",7.3,100,1989,"3.58","21509"
"tt0043014","USA","Sunset Blvd.","movie",8.4,110,1950,"4.37","49041"
"tt0035279","USA","saboteur","movie",7.2,109,1942,"3.41","5788"
"tt3165648","USA","Cinema Purgatorio","movie",8,98,2014,NA,NA
"tt0317171","Thailand","blissfully yours","movie",7,125,2002,"3.79","1749"
"tt7784604","#N/A","Hereditary","movie",7.3,127,2018,"3.99","223488"
"tt0041699","Japan","Stray dog","movie",7.9,122,1949,"3.91","5699"
"tt0045537","USA","The Band Wagon","movie",7.5,112,1953,"3.79","4064"
"tt0120689","USA","The Green Mile","movie",8.6,189,1999,"4.06","87761"
"tt8075192","Japan","Manbiki kazoku","movie",8,121,2018,"4.21","57559"
"tt0107048","USA","groundhog day","movie",8,101,1993,"3.89","103292"
"tt0120903","USA","X-Men","movie",7.4,104,2000,"3.34","93414"
"tt8291806","Spain","pain & glory","movie",7.7,113,2019,"4","34739"
"tt0092337","Poland","Dekalog","tvMiniSeries",9,572,1989,"4.55","5663"
"tt1149362","Austria","The White Ribbon","movie",7.8,144,2009,"4.05","17470"
"tt0076759","USA","Star Wars","movie",8.6,121,1977,"4.26","240678"
"tt0063823","UK","Yellow Submarine","movie",7.4,90,1968,"3.69","9771"
"tt0067140","Spain","duck, you sucker","movie",7.7,157,1971,"3.78","5727"
"tt0080404","China","Ba Shan Ye Yu","movie",7.5,86,1980,NA,NA
"tt0063032","Italy","Il grande silenzio","movie",7.7,105,1968,"4.02","5709"
"tt10767168","France","La llorona","movie",7,97,2019,"3.27","535"
"tt0477991","Greece","Kinetta","movie",4.8,95,2005,"2.49","903"
"tt0062695","France","stolen kisses","movie",7.7,91,1968,"3.86","5135"
"tt2147134","Spain","56 Up","tvMovie",7.9,144,2012,"3.91","1079"
"tt0119094","USA","Face/off","movie",7.3,138,1997,"3.34","46888"
"tt0036377","USA","The Song of Bernadette","movie",7.6,156,1943,"3.47","876"
"tt0390221","Ecuador","Maria full of grace","movie",7.4,101,2004,"3.54","3961"
"tt7125860","USA","If Beale Street Could Talk","movie",7.2,119,2018,"3.97","53741"
"tt5375040","USA","Cameraperson","movie",7.4,102,2016,"4.05","5426"
"tt0062480","France","Week End","movie",7.2,105,1967,"3.73","7944"
"tt0076517","Italy","Padre padrone","movie",7.4,113,1977,"3.58","764"
"tt0067959","Australia","Walkabout","movie",7.6,100,1971,"3.91","9020"
"tt0094964","Canada","Dead Ringers","movie",7.3,116,1988,"3.78","16034"
"tt0929632","USA","Precious","movie",7.3,110,2009,"3.46","18760"
"tt0113824","Japan","Mimi wo sumaseba","movie",8,111,1995,"4.01","17880"
"tt0183522","Czechia","The Past","movie",7.8,96,1998,"3.73","8203"
"tt6586318","USA","Patrick Melrose","tvMiniSeries",8.1,300,2018,"4.1","2909"
"tt0115928","France","Comment je me suis disputé... (ma vie sexuelle)","movie",6.8,178,1996,"3.7","519"
"tt0085809","USA","Koyaanisqatsi","movie",8.3,86,1982,"4.13","13810"
"tt0443680","Canada","The Assassination of Jesse James by the Coward Robert Ford","movie",7.5,160,2007,"3.94","36105"
"tt0060107","Russian Federation","Andrey Rublev","movie",8.2,205,1966,"4.36","13874"
"tt0252792","#N/A","Tous les garçons et les filles de leur âge...","tvSeries",7.6,549,1993,"4.1","1798"
"tt0058246","France","The Games of Angels","short",5.6,13,1964,"3.21","409"
"tt0096288","France","landscape in the mist","movie",8,127,1988,"4.19","3750"
"tt0437863","USA","The Benchwarmers","movie",5.5,85,2006,"2.27","10492"
"tt0117293","USA","Paradise Lost: The Child Murders at Robin Hood Hills","movie",8.3,150,1996,"4.1","5345"
"tt0417741","UK","Harry Potter and the Half-Blood Prince","movie",7.6,153,2009,"3.62","136803"
"tt0079095","Germany","Die Ehe der Maria Braun","movie",7.8,120,1979,"4","8033"
"tt0247745","USA","Super Troopers","movie",7.1,100,2001,"3.22","14522"
"tt0108432","Japan","Umi ga kikoeru","tvMovie",6.8,72,1993,"3.18","7111"
"tt0063293","Italy","The mercenary","movie",7.3,110,1968,"3.67","1426"
"tt1302006","USA","The Irishman","movie",8.1,209,2019,"4.08","135810"
"tt1375666","UK","Inception","movie",8.8,148,2010,"4.17","325276"
"tt9231040","#N/A","First Cow","movie",7.2,122,2019,"3.92","1818"
"tt6155172","USA","Roma","movie",7.7,135,2018,"4.15","127656"
"tt0063417","Canada","Pas de deux","short",7.9,13,1968,"4.04","1106"
"tt9270362","#N/A","The Amusement Park","movie",7.6,60,1973,"3.55","34"
"tt0055635","Ukraine","Za dvoma zaytsiamy","movie",8,77,1961,"3.51","38"
"tt0084549","Poland","Przypadek","movie",7.9,114,1987,"3.86","3322"
"tt1282053","USA","I Am So Proud of You","short",8.2,22,2008,"4.13","1362"
"tt8185182","China","Diqiu zuihou de yewan","movie",7.2,138,2018,"3.74","8484"
"tt0092843","Ireland","The Dead","movie",7.3,83,1987,"3.63","2067"
"tt0381681","USA","before sunset","movie",8,80,2004,"4.27","63444"
