"imdb.uid","Country","Title","Type","imdb.rating","runtime","Year","Letterboxd.Rating","Letterboxd.Votes"
"tt0078788","USA","Apocalypse Now","movie",8.4,147,1979,"4.36","108399"
"tt0126029","USA","Shrek","movie",7.8,90,2001,"3.77","143432"
"tt0048308","#N/A","Lola Montès","movie",7.3,116,1955,"3.9","2467"
"tt1441395","UK","Under the Skin","movie",6.3,108,2013,"3.71","79939"
"tt0285891","USA","Personal Problems","movie",7,165,1980,"4.02","352"
"tt1998204","Germany","Die andere Heimat - Chronik einer Sehnsucht","movie",7.9,231,2013,"4.04","412"
"tt0044672","USA","The Greatest Show on Earth","movie",6.6,152,1952,"2.78","2172"
"tt0488905","Russian Federation","the banishment","movie",7.7,157,2007,"3.75","1437"
"tt0051093","Japan","Tôkyô boshoku","movie",8.2,140,1957,"4.14","2223"
"tt0121766","USA","Star Wars: Episode III - Revenge of the Sith","movie",7.5,140,2005,"3.23","159705"
"tt0060305","France","le deuxieme souffle","movie",8,150,1966,"3.91","1710"
"tt1165293","Brazil","Jogo de Cena","movie",8.5,100,2007,"4.46","3175"
"tt0056869","USA","the birds","movie",7.7,119,1963,"3.77","57424"
"tt0083658","USA","Blade Runner","movie",8.1,117,1982,"4.13","189295"
"tt0098528","USA","True Love","movie",6,104,1989,"3.17","148"
"tt0058450","France","Les parapluies de Cherbourg","movie",7.8,91,1964,"4.1","17601"
"tt1895587","Canada","Spotlight","movie",8.1,129,2015,"3.98","134169"
"tt0138874","USA","Three Seasons","movie",7.2,113,1999,"3.45","215"
"tt0120484","USA","The Waterboy","movie",6.1,90,1998,"2.65","24074"
"tt0120623","USA","A Bug's Life","movie",7.2,95,1998,"3.44","83806"
"tt0044916","USA","monkey business","movie",7,97,1952,"3.35","3181"
"tt10199640","Russian Federation","Dylda","movie",7.2,130,2019,"3.65","3961"
"tt0209111","France","Louis Lumiere","tvMovie",8,66,1968,"3.9","175"
"tt3460252","USA","The Hateful Eight","movie",7.8,168,2015,"3.83","189569"
"tt0467197","USA","max payne","movie",5.4,100,2008,"1.98","9732"
"tt0478304","USA","The Tree of Life","movie",6.8,139,2011,"3.79","61254"
"tt6405238","#N/A","Persian Series","movie",7,52,2001,NA,NA
"tt0074006","UK","I, Claudius","tvMiniSeries",8.7,669,1976,"4.22","661"
"tt0107048","USA","Groundhog Day","movie",8,101,1993,"3.89","104118"
"tt1719634","USA","Snow on Tha Bluff","movie",6.7,79,2011,"3.51","1094"
"tt5040012","USA","Nosferatu","movie",NA,NA,NA,"3.5","20"
"tt0066065","#N/A","Medea","movie",7.1,110,1969,"3.53","1593"
"tt0074187","Chile","La batalla de Chile: La lucha de un pueblo sin armas - Segunda parte: El golpe de estado","movie",8.2,88,1976,"4.16","624"
"tt1560747","USA","The Master","movie",7.2,138,2012,"3.99","79196"
"tt0185937","USA","The Blair Witch Project","movie",6.5,81,1999,"3.31","74663"
"tt0074811","France","Le locataire","movie",7.7,126,1976,"3.85","10530"
"tt7653254","UK","Marriage Story","movie",8.2,137,2019,"4.17","154588"
"tt0057345","France","Contempt","movie",7.6,103,1963,"3.9","13662"
"tt0318997","USA","Angels in America","tvMiniSeries",8.2,352,2003,"4.13","3862"
"tt0128364","Japan","Mujô","movie",7.8,143,1970,"4.02","501"
"tt0049233","USA","Friendly Persuasion","movie",7.4,137,1956,"3.33","839"
"tt0021571","Ukraine","Zemlya","movie",7.3,75,1930,"3.69","2075"
"tt0120735","UK","Lock, Stock and Two Smoking Barrels","movie",8.2,107,1998,"3.81","39138"
"tt0108394","France","Trois couleurs: Bleu","movie",7.9,94,1993,"4.12","30151"
"tt0037054","#N/A","María Candelaria (Xochimilco)","movie",7.4,102,1944,"3.49","354"
"tt0072637","Italy","Amici miei","movie",8.1,140,1975,"4.01","1040"
"tt0118098","Italy","Voci nel tempo","movie",7.7,86,1996,"4.12","379"
"tt8413338","India","Kumbalangi Nights","movie",8.6,135,2019,"4.05","1113"
"tt0230011","USA","Atlantis: The Lost Empire","movie",6.9,95,2001,"3.44","32596"
"tt0477731","Thailand","syndromes and a century","movie",7.5,105,2006,"3.95","3644"
"tt0208990","Italy","La stanza del figlio","movie",7.3,99,2001,"3.66","2734"
"tt0074084","France","Novecento","movie",7.7,317,1976,"3.75","3064"
"tt0032551","USA","the grapes of wrath","movie",8,129,1940,"4","11897"
"tt0060138","France","Au hasard Balthazar","movie",7.9,95,1966,"4.01","9590"
"tt0018066","Russian Federation","Konets Sankt-Peterburga","movie",7.3,85,1927,"3.52","421"
"tt0080728","France","La femme de l'aviateur","movie",7.6,106,1981,"4.05","1903"
"tt0118655","Germany","Austin Powers: International Man of Mystery","movie",7,94,1997,"3.33","44105"
"tt1016268","USA","Enron: The Smartest Guys in the Room","movie",7.6,110,2005,"3.65","4008"
"tt0379269","Canada","Dying at Grace","movie",8.3,148,2003,"4.04","189"
"tt2381111","#N/A","Brooklyn","movie",7.5,117,2015,"3.77","65907"
"tt0054632","France","Last Year at Marienbad","movie",7.8,94,1961,"4.05","11415"
"tt0120663","UK","Eyes Wide Shut","movie",7.4,159,1999,"3.9","82809"
"tt0070820","Senegal","Touki Bouki","movie",7.1,85,1973,"3.76","2896"
"tt0389448","Netherlands","Tiexi qu","movie",8.4,551,2002,"4.31","678"
"tt0845439","Iran","Fireworks Wednesday","movie",7.8,102,2006,"3.72","2200"
"tt0068939","Greece","Meres tou '36","movie",6.9,105,1972,"3.4","335"
"tt0016332","USA","seven chances","movie",7.9,56,1925,"3.88","3770"
"tt0079766","UK","quadrophenia","movie",7.3,120,1979,"3.59","4306"
"tt0499549","USA","Avatar","movie",7.8,162,2009,"3.26","185669"
"tt0038574","UK","great expectations","movie",7.8,118,1946,"3.76","3976"
"tt0101428","France","La Belle Noiseuse","movie",7.6,238,1991,"4.14","4714"
"tt0179389","#N/A","Oncle Yanco","short",7.3,18,1967,"#N/A","#N/A"
"tt1764657","Antarctica","The Great White Silence","movie",8,108,1924,"3.97","734"
"tt0097123","USA","Crimes and Misdemeanors","movie",7.9,104,1989,"3.97","14217"
"tt0105665","#N/A","Twin Peaks: Fire Walk with Me","movie",7.3,134,1992,"3.91","43022"
"tt0047296","USA","On the Waterfront","movie",8.1,108,1954,"4.12","39660"
"tt0330373","UK","Harry Potter and the Goblet of Fire","movie",7.7,157,2005,"3.69","147277"
"tt0123948","Japan","cure","movie",7.4,111,1997,"4","7627"
"tt4468740","France","Paddington 2","movie",7.8,103,2017,"4.19","60156"
"tt0351299","China","Mang jing","movie",7.6,92,2003,"3.59","376"
"tt2861532","#N/A","O Lobo Atrás da Porta","movie",7.4,101,2013,"3.95","2679"
"tt5116560","#N/A","Thunder Road","short",7.8,13,2016,"3.98","2269"
"tt8726180","Ireland","The Cave","movie",6.6,104,2019,"3.06","83"
"tt0061495","France","La collectionneuse","movie",7.5,89,1967,"3.8","4151"
"tt0056172","UK","Lawrence of Arabia","movie",8.3,228,1962,"4.29","40500"
"tt0073099","#N/A","Yozhik v tumane","short",8.2,11,1975,"4.04","2944"
"tt0427312","USA","Grizzly Man","movie",7.8,103,2005,"3.98","21149"
"tt0055630","Japan","Yôjinbô","movie",8.2,110,1961,"4.24","23342"
"tt0046451","France","Touchez pas au grisbi","movie",7.8,94,1954,"3.84","2049"
"tt0096028","France","Salaam Bombay! ","movie",8,113,1988,"3.81","1083"
"tt0053856","France","general della rovere","movie",7.9,132,1959,"3.78","594"
"tt0046250","USA","Roman Holiday","movie",8,118,1953,"4.02","24706"
"tt0061589","USA","Dont Look Back","movie",8,96,1967,"4.02","4716"
"tt7939766","USA","I'm Thinking of Ending Things","movie",6.6,134,2020,"3.53","158327"
"tt1978512","#N/A","Portraits in Dramatic Time","movie",7.2,NA,2011,NA,NA
"tt0077309","Senegal","ceddo","movie",7,120,1977,"3.41","335"
"tt0053114","Japan","the human condition i: no greater love","movie",8.6,208,1959,"4.37","3100"
"tt0149618","#N/A","All Souls' Day","movie",4.9,78,1997,NA,NA
"tt0243889","Japan","Yurîka","movie",7.8,217,2000,"4.11","1449"
"tt0306634","France","Chanson d'Armor","short",6.9,42,1934,"3.57","84"
"tt0081834","#N/A","Das Boot","tvMiniSeries",8.8,293,1985,"#N/A","#N/A"
"tt2852400","China","Tian zhu ding","movie",7.1,130,2013,"3.71","6553"
"tt0107653","UK","Naked","movie",7.8,132,1993,"4.09","13042"
"tt0363589","USA","Elephant","movie",7.2,81,2003,"3.63","26951"
"tt0045251","France","The Tragedy of Othello: The Moor of Venice","movie",7.6,90,1951,"3.77","3584"
"tt0037800","UK","I Know Where I'm Going!","movie",7.5,91,1945,"3.75","2898"
"tt0091939","USA","She's Gotta Have It","movie",6.7,84,1986,"3.51","8894"
"tt5804038","Belgium","I Am Not Your Negro","movie",7.8,93,2016,"4.03","15497"
"tt0259331","#N/A","The God of Day Had Gone Down Upon Him","movie",7.8,50,2000,NA,NA
"tt0197958","#N/A","Tocaia no Asfalto","movie",7.6,101,1962,"3.97","149"
"tt0066019","Germany","Lucifer Rising","short",7.2,29,1972,"3.74","2172"
"tt6304162","Russian Federation","Nelyubov","movie",7.6,127,2017,"3.77","14505"
"tt0053779","France","La dolce vita","movie",8,174,1960,"4.2","19729"
"tt0373074","China","kung fu hustle","movie",7.7,99,2004,"3.71","25437"
"tt8652728","USA","Waves","movie",8,135,2019,"3.78","14001"
"tt0104706","France","lessons of darkness","movie",8.1,54,1992,"4.01","3595"
"tt6412452","USA","The Ballad of Buster Scruggs","movie",7.3,133,2018,"3.64","91240"
"tt0063291","Cuba","Memorias del subdesarrollo","movie",7.7,97,1968,"3.84","2545"
"tt2486982","USA","Visitors","movie",8.7,55,2012,"4.16","82"
"tt0087606","Georgia","the legend of suram fortress","movie",7.5,88,1985,"3.72","677"
"tt0062271","Italy","Signore & signori","movie",7.6,118,1966,"3.62","258"
"tt0041113","USA","All the King's Men","movie",7.5,110,1949,"3.55","2294"
"tt0057358","Sweden","winter light","movie",8.1,81,1963,"4.18","11049"
"tt0137480","#N/A","Los días perdidos","short",8.4,41,1963,"#N/A","#N/A"
"tt9032798","China","Sister","short",7.1,8,2018,"3.51","3455"
"tt0040495","USA","Johnny Belinda","movie",7.7,102,1948,"3.66","703"
"tt0062663","France","L'amour fou","movie",7.7,252,1969,"3.9","388"
"tt0006177","USA","The Tramp","short",7,26,1915,"3.46","1112"
"tt0069995","Italy","don't look now","movie",7.3,110,1973,"3.79","23832"
"tt0089018","France","Manoel dans l'île des merveilles","tvMiniSeries",8.2,130,1984,"4.19","389"
"tt0042208","USA","The Asphalt Jungle","movie",7.9,112,1950,"3.83","6505"
"tt0303720","Philippines","Batang West Side","movie",7.3,315,2001,"4.02","184"
"tt1475582","#N/A","Sherlock","tvSeries",9.1,1320,2010,"#N/A","#N/A"
"tt0062456","#N/A","Voyna i mir IV: Pierre Bezukhov","movie",8.2,96,1967,"3.93","190"
"tt0120363","USA","Toy Story 2","movie",7.9,92,1999,"3.97","151183"
"tt0078841","USA","Being There","movie",8,130,1979,"3.98","13323"
"tt0066011","USA","Love Story","movie",6.9,100,1970,"3.1","3726"
"tt0351977","USA","Walking Tall","movie",6.3,86,2004,"2.73","7598"
"tt4846232","#N/A","Good Time","movie",7.3,101,2017,"3.98","87995"
"tt0259711","USA","Vanilla Sky","movie",6.9,136,2001,"3.26","31596"
"tt0892769","USA","How to Train Your Dragon","movie",8.1,98,2010,"3.87","116730"
"tt0091049","Brazil","Filme Demência","movie",7.2,92,1986,"4.17","310"
"tt2148945","#N/A","Empire of Dust","movie",7.4,77,2011,"3.34","207"
"tt1736633","Norway","Oslo, 31. august","movie",7.6,95,2011,"3.97","8926"
"tt8574836","#N/A","Cunningham","movie",6.3,93,2019,"3.37","236"
"tt1999845","#N/A","Boro in the Box","short",7.4,40,2011,"3.72","371"
"tt0081632","China","Tian yun shan chuan qi","movie",7.7,126,1980,NA,NA
"tt2400275","France","Adieu au langage","movie",5.9,70,2014,"3.26","5556"
"tt6133034","USA","TIME: The Kalief Browder Story","tvMiniSeries",8.5,NA,2017,"4.09","262"
"tt0914798","#N/A","The Boy in the Striped Pyjamas","movie",7.8,94,2008,"3.61","51073"
"tt0048037","Mexico","the criminal life of archibaldo de la cruz","movie",7.9,89,1955,"3.81","1365"
"tt0171922","#N/A","Zawgat Ragoul Mohem","movie",7.7,115,1987,"#N/A","#N/A"
"tt0252480","USA","The Grey Zone","movie",7,108,2001,"3.36","834"
"tt0056663","France","Vivre sa vie: Film en douze tableaux","movie",8,80,1962,"4.03","16397"
"tt3464902","France","The Lobster","movie",7.2,119,2015,"3.8","145517"
"tt0095765","Italy","cinema paradiso","movie",8.5,155,1988,"4.26","35656"
"tt10499942","France","Mémorable","short",8.1,12,2019,"4.14","3953"
"tt0093565","USA","Moonstruck","movie",7.1,102,1987,"3.59","15850"
"tt0088184","USA","stranger than paradise","movie",7.6,89,1984,"3.83","13245"
"tt0351817","#N/A","Tasogare Seibei","movie",8.1,129,2002,"3.95","2617"
"tt0036342","USA","Shadow of a Doubt","movie",7.9,108,1943,"3.94","15475"
"tt0053121","Japan","Fires on the Plain","movie",8,108,1959,"4.01","1578"
"tt0075018","#N/A","The Opening of Misty Beethoven","movie",6.8,85,1976,"#N/A","#N/A"
"tt0071381","France","Celine and Julie Go Boating","movie",7.8,193,1974,"4.16","3148"
"tt0087182","USA","Dune","movie",6.5,137,1984,"2.87","24216"
"tt0069628","#N/A","Seventeen Moments of Spring","tvMiniSeries",8.9,828,1973,"3.93","101"
"tt0092963","Japan","The Emperor's Naked Army Marches On","movie",8.2,122,1987,"4.23","1170"
"tt0097351","USA","Field of Dreams","movie",7.5,107,1989,"3.53","19323"
"tt0062229","France","Le samouraï","movie",8.1,105,1967,"4.19","22477"
"tt0043115","Mexico","victims of sin ","movie",7.6,90,1951,"3.61","167"
"tt0241663","Brazil","Lavoura Arcaica","movie",7.6,163,2001,"4.04","673"
"tt0038647","#N/A","Iris och löjtnantshjärta","movie",7.1,86,1946,NA,NA
"tt0058279","Japan","kwaidan","movie",8,183,1964,"4.09","6993"
"tt0056801","Italy","8½","movie",8,138,1963,"4.27","32762"
"tt0087332","USA","Ghostbusters","movie",7.8,105,1984,"3.86","117715"
"tt0087469","USA","Indiana Jones and the Temple of Doom","movie",7.6,118,1984,"3.62","94373"
"tt0207117","#N/A","Spaniard and Indian","movie",8.1,NA,1941,NA,NA
"tt0032143","USA","the women","movie",8,133,1939,"3.78","2979"
"tt1365050","Ghana","Beasts of No Nation","movie",7.7,137,2015,"3.82","26556"
"tt0096332","USA","The Unbearable Lightness of Being","movie",7.3,171,1988,"3.53","4500"
"tt0098994","USA","After Dark, My Sweet","movie",6.6,114,1990,"3.42","847"
"tt0201517","Japan","charisma","movie",7,104,1999,"3.55","693"
"tt0010323","Germany","the cabinet of dr. caligari","movie",8.1,76,1920,"4.02","29628"
"tt1602620","France","Amour","movie",7.9,127,2012,"4.08","31095"
"tt11664608","#N/A","E-Ticket","short",NA,13,2019,"3.5","36"
"tt0287467","Spain","Talk to Her","movie",8,112,2002,"3.93","15212"
"tt0089960","France","Vagabond","movie",7.8,105,1985,"4","7335"
"tt0102494","USA","My Own Private Idaho","movie",7.1,104,1991,"3.82","22957"
"tt0842929","France","Paranoid Park","movie",6.7,85,2007,"3.37","7342"
"tt5742374","#N/A","You Were Never Really Here","movie",6.8,89,2017,"3.76","90563"
"tt0409459","USA","Watchmen","movie",7.6,162,2009,"3.58","110433"
"tt0082660","#N/A","The Life and Adventures of Nicholas Nickleby","tvMiniSeries",8.8,540,1982,"#N/A","#N/A"
"tt0490215","Mexico","Silence","movie",7.2,161,2016,"3.8","53669"
"tt0066993","UK","The Devils","movie",7.8,111,1971,"4.13","9333"
"tt4242254","#N/A","the first day","movie",7.6,NA,1979,NA,NA
"tt8296608","France","Dead Souls","movie",8.3,495,2018,"4.02","312"
"tt0052918","USA","Imitation of Life","movie",7.9,125,1959,"3.98","5478"
"tt0181689","USA","minority report","movie",7.6,145,2002,"3.68","74436"
"tt0044741","Japan","Ikiru","movie",8.3,143,1952,"4.39","17613"
"tt1530535","#N/A","magnetic rose (1/3)","movie",8.2,45,1995,"4.03","359"
"tt0067810","USA","Sweet Sweetback's Baadasssss Song","movie",5.5,97,1971,"3.1","2284"
"tt0307901","USA","25th Hour","movie",7.6,135,2002,"3.78","20171"
"tt0061587","Spain","navajo joe","movie",6.4,93,1966,"3.29","1250"
"tt0119137","USA","Flubber","movie",5.3,93,1997,"2.44","26162"
"tt8075192","Japan","Manbiki kazoku","movie",8,121,2018,"4.21","56492"
"tt0057697","Japan","Yajû no seishun","movie",7.5,92,1963,"3.76","1942"
"tt0056945","Serbia","the organizer","movie",8.1,130,1963,"3.91","760"
"tt0092593","Germany","Au Revoir Les Enfants","movie",8,104,1987,"4.04","8384"
"tt0485947","Belgium","mr. nobody","movie",7.8,141,2009,"3.69","34238"
"tt2084989","USA","Upstream Color","movie",6.7,96,2013,"3.65","24183"
"tt0029850","Russian Federation","Aleksandr Nevskiy","movie",7.6,112,1938,"3.65","2453"
"tt1343092","USA","The Great Gatsby","movie",7.2,143,2013,"3.28","127414"
"tt0388473","Japan","tokyo godfathers","movie",7.8,93,2003,"3.99","13929"
"tt0046359","USA","stalag 17","movie",8,120,1953,"3.93","6225"
"tt0099502","Philippines","Enemy","movie",4.7,84,1990,NA,NA
"tt0106332","China","farewell my concubine","movie",8.1,171,1993,"4.09","4881"
"tt0066441","Senegal","tauw","short",7.3,24,1970,NA,NA
"tt0167400","Turkey","Sevmek Zamani","movie",8.3,89,1965,"4.02","633"
"tt0154942","India","Neecha Nagar","movie",6.9,122,1946,"3.33","31"
"tt0039111","USA","The Yearling","movie",7.2,128,1946,"3.24","753"
"tt0415127","France","A londoni férfi","movie",7.1,139,2007,"3.53","1539"
"tt0268978","USA","a beautiful mind","movie",8.2,135,2001,"3.76","73845"
"tt0068205","France","chloe in the afternoon","movie",7.7,97,1972,"3.94","3436"
"tt8282042","France","Donbass","movie",6.6,122,2018,"3.31","962"
"tt0055400","#N/A","Samogonshchiki","short",8.1,18,1962,"3.41","146"
"tt8258074","#N/A","Fantastic Fungi","movie",8.1,81,2019,"3.41","424"
"tt2877528","USA","Out-Takes from the Life of a Happy Man","movie",7.9,68,2012,"4.02","308"
"tt0067372","UK","The Tragedy of Macbeth","movie",7.4,140,1971,"3.68","4607"
"tt0030637","UK","Pygmalion","movie",7.8,96,1938,"3.72","1774"
"tt0069704","USA","american graffiti","movie",7.4,110,1973,"3.7","23443"
"tt0045361","Mexico","el","movie",7.9,92,1953,"3.92","1403"
"tt0012364","Sweden","the phantom carriage","movie",8.1,100,1921,"4.02","6199"
"tt6966692","USA","Green Book","movie",8.2,130,2018,"3.6","110000"
"tt0049966","USA","Written on the Wind","movie",7.4,99,1956,"3.84","4297"
"tt0123328","Hong Kong","Heung Gong jai jo","movie",7.5,109,1997,"3.87","761"
"tt0381668","Thailand","tropical malady","movie",7.3,118,2004,"4.03","4728"
"tt0286112","China","Siu Lam juk kau","movie",7.3,113,2001,"3.46","15173"
"tt0038760","#N/A","Muzi bez krídel","movie",7.2,79,1946,NA,NA
"tt2631186","India","Bahubali: The Beginning","movie",8.1,159,2015,"3.44","3083"
"tt0475290","#N/A","Hail, Caesar!","movie",6.3,106,2016,"3.2","76291"
"tt0296362","#N/A","Joseph Campbell and the Power of Myth","tvMiniSeries",8.9,360,1988,"4.1","135"
"tt10622278","France","Lacrima Christi","movie",8.1,127,1980,"4.02","57"
"tt0064106","France","Le boucher","movie",7.5,93,1970,"3.68","2285"
"tt0185937","USA","The Blair Witch Project","movie",6.5,81,1999,"3.31","75130"
"tt0048473","India","Pather panchali (apu trilogy 1)","movie",8.6,125,1955,"4.29","8998"
"tt0042593","USA","In a Lonely Place","movie",8,94,1950,"4.16","12412"
"tt0045555","USA","the big heat","movie",8,89,1953,"4","8472"
"tt0087980","#N/A","The Razor's Edge","movie",6.6,128,1984,"3.09","681"
"tt0091670","Sweden","Offret","movie",8.1,149,1986,"4.22","9910"
"tt0383028","USA","Synecdoche, New York","movie",7.6,124,2008,"4.11","44843"
"tt0290334","USA","X2","movie",7.4,134,2003,"3.45","81871"
"tt0114279","UK","Richard III","movie",7.4,110,1995,"3.63","2299"
"tt0084362","Czechia","Moznosti dialogu","short",8.1,12,1983,"4.06","2041"
"tt0065531","France","Le cercle rouge","movie",8,140,1970,"4.09","8153"
"tt0325703","USA","Lara Croft Tomb Raider: The Cradle of Life","movie",5.5,117,2003,"2.31","18026"
"tt6162266","#N/A","Dragonslayer Doppelgänger","short",9.7,19,2010,"#N/A","#N/A"
"tt3310974","#N/A","Um Dia na Vida","movie",8.1,94,2010,"3.96","305"
"tt0063850","UK","If....","movie",7.5,111,1968,"3.76","7356"
"tt0047315","#N/A","Ôsaka no yado","movie",7.4,122,1954,"4","249"
"tt0346094","Turkey","uzak","movie",7.6,110,2002,"3.81","3016"
"tt0053698","#N/A","il carro armato dell' 8 settembre","movie",7.8,109,1960,NA,NA
"tt5311514","Japan","Kimi no na wa.","movie",8.4,106,2016,"4.19","92431"
"tt0119698","Japan","Princess Mononoke","movie",8.4,134,1997,"4.32","89575"
"tt0104361","UK","A Grand Day Out","short",7.8,23,1989,"3.95","10867"
"tt4359416","Iran","Taxi","movie",7.3,82,2015,"3.71","6759"
"tt0253474","France","the pianist","movie",8.5,150,2002,"4.17","71302"
"tt0044079","USA","strangers on a train","movie",8,101,1951,"3.99","27765"
"tt8760684","USA","Apollo 11","movie",8.2,93,2019,"4.07","17694"
"tt5710514","USA","I Don't Feel at Home in This World Anymore.","movie",6.9,93,2017,"3.39","33696"
"tt4780662","Japan","Happî awâ","movie",7.1,317,2015,"4.1","1297"
"tt0073582","Italy","deep red","movie",7.7,126,1975,"3.88","16650"
"tt0084628","France","Sans soleil","movie",8,104,1983,"4.17","6754"
"tt0127354","Canada","Wavelength","movie",5.6,45,1967,"3.45","1949"
"tt0243017","USA","Waking Life","movie",7.8,99,2001,"3.77","17011"
"tt0026529","USA","The Informer","movie",7.5,91,1935,"3.62","1404"
"tt0069400","#N/A","Trafic","movie",7.2,96,1971,"3.61","2774"
"tt0053125","USA","North by Northwest","movie",8.3,136,1959,"4.15","50845"
"tt0069293","Russian Federation","Solyaris","movie",8.1,167,1972,"4.19","29163"
"tt0246578","USA","donnie darko","movie",8,113,2001,"3.93","164483"
"tt0057611","Sweden","the silence","movie",7.9,96,1963,"3.94","7098"
"tt0103932","France","Céline","movie",6.8,88,1992,"4.02","605"
"tt0039631","USA","Monsieur Verdoux","movie",7.9,124,1947,"3.9","4197"
"tt11697844","#N/A","Sheytan vojud nadarad","movie",7.6,150,2020,"3.14","205"
"tt0044741","Japan","ikiru","movie",8.3,143,1952,"4.39","17847"
"tt2396224","USA","It's Such a Beautiful Day","movie",8.3,62,2012,"4.27","18802"
"tt0051808","Japan","the hidden fortress","movie",8,139,1958,"4.03","11027"
"tt0033804","USA","The Lady Eve","movie",7.8,94,1941,"3.94","6835"
"tt1361566","Japan","Tsumiki no ie","short",8.3,12,2008,"4.04","8436"
"tt2234537","Hungary","Toto si surorile lui","movie",8.1,94,2014,"3.72","69"
"tt0060675","Sweden","Masculin féminin","movie",7.6,110,1966,"3.77","8455"
"tt0060277","Japan","Dai-bosatsu tôge","movie",8,120,1966,"4.02","4174"
"tt0217505","USA","Gangs of New York","movie",7.5,167,2002,"3.62","69655"
"tt2096673","USA","Inside Out","movie",8.2,95,2015,"3.96","253888"
"tt2042568","USA","inside llewyn davis","movie",7.5,104,2013,"3.99","90586"
"tt0266543","USA","Finding Nemo","movie",8.1,100,2003,"4.06","192257"
"tt0087544","Japan","Nausicaa of the Valley of the Wind","movie",8.1,117,1984,"4.05","34151"
"tt0395169","Canada","Hotel Rwanda","movie",8.1,121,2004,"3.71","25499"
"tt1235166","France","Un prophète","movie",7.9,155,2009,"3.99","13133"
"tt0095475","Hungary","Kárhozat","movie",7.8,120,1988,"3.96","2606"
"tt2301592","Chile","La Danza de la Realidad","movie",7.5,133,2013,"3.76","3997"
"tt0086423","USA","Tender Mercies","movie",7.4,92,1983,"3.65","1715"
"tt0075610","UK","21 Up","tvMovie",8.2,100,1977,"3.93","1377"
"tt0112769","France","La cérémonie","movie",7.6,112,1995,"3.96","3937"
"tt0091167","USA","Hannah and Her Sisters","movie",7.9,107,1986,"3.97","17243"
"tt6412452","USA","The Ballad of Buster Scruggs","movie",7.3,133,2018,"3.64","92492"
"tt0071691","Germany","Jeder für sich und Gott gegen alle","movie",7.8,110,1974,"3.9","5459"
"tt0088178","USA","Stop Making Sense","movie",8.6,88,1984,"4.48","15792"
"tt0069172","Germany","Reminiscences of a Journey to Lithuania","movie",7.8,88,1972,"4","1523"
"tt5990474","USA","Columbus","movie",7.2,104,2017,"3.89","26578"
"tt3856408","USA","Making Waves: The Art of Cinematic Sound","movie",7.6,94,2019,"3.57","580"
"tt0036695","UK","A Canterbury Tale","movie",7.5,124,1944,"3.78","1792"
"tt0092099","USA","Top Gun","movie",6.9,110,1986,"3.3","52488"
"tt0491175","UK","suburbicon","movie",5.7,105,2017,"2.48","16517"
"tt0080684","USA","Star Wars: Episode V - The Empire Strikes Back","movie",8.7,124,1980,"4.44","223229"
"tt0025878","USA","The Thin Man","movie",8,91,1934,"3.98","7087"
"tt0080437","USA","The Big Red One","movie",7.2,113,1980,"3.63","3299"
"tt0379725","Canada","Capote","movie",7.3,114,2005,"3.66","22634"
"tt0042906","France","La ronde","movie",7.6,93,1950,"3.85","2243"
"tt0439817","Italy","the sun","movie",7.3,110,2005,"3.61","624"
"tt3485754","UK","The Legend of Shorty","movie",6.2,90,2014,"3.14","76"
"tt1205489","USA","Gran Torino","movie",8.1,116,2008,"3.73","71200"
"tt0048641","Sweden","Sommarnattens leende","movie",7.8,109,1955,"3.88","5129"
"tt0064921","USA","Salesman","movie",7.8,91,1969,"3.88","2687"
"tt0070628","Poland","the hourglass sanatorium","movie",7.7,124,1973,"3.94","1781"
"tt0109830","USA","Forrest Gump","movie",8.8,142,1994,"4.1","229800"
"tt0080196","Germany","Berlin Alexanderplatz","tvMiniSeries",8.6,931,1980,"4.26","1410"
"tt4925292","USA","Lady Bird","movie",7.4,94,2017,"4.02","264866"
"tt2675914","Denmark","Kraftidioten","movie",7.2,116,2014,"3.47","4830"
"tt0200071","France","Rosetta","movie",7.5,95,1999,"3.9","5082"
"tt2527338","USA","Star Wars: Episode IX - The Rise of Skywalker","movie",6.9,142,2019,"2.94","149058"
"tt0078763","Poland","camera buff","movie",8,117,1979,"3.97","2481"
"tt0445934","USA","Blades of Glory","movie",6.3,93,2007,"2.78","25282"
"tt0099043","India","anjali","movie",8.3,150,1990,"3.65","122"
"tt0061781","Italy","Horí, má panenko","movie",7.5,73,1967,"3.7","3405"
"tt3012698","USA","Olive Kitteridge","tvMiniSeries",8.4,239,2014,"4.18","3536"
"tt0150980","South Korea","Hanyo","movie",7.3,109,1960,"3.75","3019"
"tt0066565","Russian Federation","white sun of the desert","movie",7.9,84,1970,"3.55","460"
"tt0062623","#N/A","25-e - pervyy den","short",6,8,1968,"3.13","105"
"tt1827487","Bosnia and Herzegovina","once upon a time in anatolia","movie",7.8,157,2011,"4.04","8438"
"tt0442632","#N/A","Bleak House","tvMiniSeries",8.3,510,2005,"#N/A","#N/A"
"tt0025913","Germany","Triumph des Willens","movie",7.3,114,1935,"3.13","3626"
"tt0066206","USA","Patton","movie",7.9,172,1970,"3.84","10402"
"tt0056119","France","La jetée","short",8.3,28,1962,"4.23","19358"
"tt2106476","Denmark","Jagten","movie",8.3,115,2012,"4.15","52440"
"tt0317248","Brazil","city of god","movie",8.6,130,2002,"4.34","80555"
