"","prejudice_trans","treat_ind","white","hispanic","black","age","female","racename","democrat"
"596",0,0,0,0,1,47,1,"hispanic",0
"597",26,0,0,1,0,47,0,"white",0
"598",50,0,0,0,1,65,1,"hispanic",0
"599",0,0,0,0,1,26,1,"hispanic",1
"600",36,1,0,0,1,25,0,"hispanic",0
"601",50,0,0,1,0,64,0,"white",0
"602",0,1,1,0,0,31,1,"black",1
"603",64,1,1,0,0,41,1,"black",0
"604",60,0,0,1,0,55,1,"white",0
"605",50,0,1,0,0,38,1,"black",1
"606",29,1,1,0,0,29,0,"black",1
"607",12,0,0,1,0,71,1,"white",1
"608",100,0,1,0,0,23,1,"black",1
"609",71,0,0,1,0,63,1,"white",0
"610",68,0,0,1,0,62,0,"white",1
"611",0,1,0,1,0,73,1,"white",1
"612",50,0,0,1,0,68,0,"white",1
"613",56,1,1,0,0,53,0,"black",1
"614",50,1,0,0,1,29,1,"hispanic",1
"615",29,1,1,0,0,20,1,"black",1
"616",50,1,1,0,0,61,1,"black",1
"617",24,0,0,1,0,37,0,"white",0
"618",50,0,0,0,1,51,1,"hispanic",0
"619",0,0,1,0,0,40,1,"black",1
"620",44,0,1,0,0,19,1,"black",0
"621",50,0,1,0,0,43,0,"black",1
"622",3,1,1,0,0,51,1,"black",1
"623",50,1,1,0,0,27,0,"black",0
"624",100,1,0,1,0,68,0,"white",0
"625",100,1,0,0,1,25,1,"hispanic",1
"626",100,1,1,0,0,47,1,"black",1
"627",57,0,0,0,1,32,0,"hispanic",1
"628",50,0,0,0,1,38,1,"hispanic",0
"629",16,1,1,0,0,49,1,"black",1
"630",9,1,1,0,0,26,0,"black",1
"631",0,1,1,0,0,20,1,"black",1
"632",91,0,1,0,0,44,0,"black",0
"633",50,1,1,0,0,66,1,"black",1
"634",50,0,1,0,0,26,1,"black",1
"635",100,0,0,0,1,59,0,"hispanic",0
"636",65,1,0,0,1,77,0,"hispanic",1
"637",50,1,0,0,1,72,1,"hispanic",1
"638",100,1,1,0,0,30,1,"black",1
"639",0,1,0,0,1,21,1,"hispanic",1
"640",50,1,0,0,1,73,1,"hispanic",0
"641",0,0,0,1,0,31,1,"white",1
"642",50,0,0,1,0,20,1,"white",1
"643",0,0,1,0,0,41,0,"black",1
"644",17,1,0,0,1,17,1,"hispanic",1
"645",12,1,0,0,1,16,0,"hispanic",1
"646",50,0,0,0,1,51,1,"hispanic",1
"647",21,0,0,0,1,24,0,"hispanic",1
"648",0,1,1,0,0,60,1,"black",1
"649",50,0,1,0,0,47,1,"black",1
"650",100,1,0,1,0,30,1,"white",0
"651",82,1,0,0,1,59,1,"hispanic",0
"652",50,1,0,1,0,67,0,"white",0
"653",55,0,0,0,1,23,0,"hispanic",0
"654",15,0,0,0,1,20,1,"hispanic",0
"655",50,1,0,0,1,53,0,"hispanic",1
"656",50,1,0,0,1,64,1,"hispanic",0
"657",26,0,0,0,1,29,1,"hispanic",1
"658",40,1,1,0,0,38,1,"black",1
"659",50,1,0,1,0,62,0,"white",1
"660",20,1,0,0,1,32,1,"hispanic",1
"661",81,1,0,1,0,42,1,"white",1
"662",48,0,0,1,0,63,1,"white",0
"663",57,0,1,0,0,68,1,"black",1
"664",50,0,0,1,0,35,1,"white",0
"665",100,0,1,0,0,71,1,"black",1
"666",0,0,1,0,0,18,1,"black",1
"667",0,0,1,0,0,26,1,"black",1
"668",100,0,0,0,1,22,1,"hispanic",0
"669",77,0,0,0,1,19,1,"hispanic",0
"670",50,0,0,1,0,56,1,"white",1
"671",50,1,0,0,1,84,1,"hispanic",0
"672",0,1,0,0,1,25,1,"hispanic",1
"673",20,1,0,0,1,19,0,"hispanic",0
"674",75,0,0,0,1,31,1,"hispanic",0
"675",50,0,1,0,0,54,1,"black",1
"676",62,0,0,0,1,44,0,"hispanic",0
"677",51,0,0,0,1,43,1,"hispanic",0
"678",0,1,1,0,0,32,1,"black",0
"679",99,0,1,0,0,61,1,"black",1
"680",0,0,1,0,0,43,1,"black",1
"681",50,1,0,1,0,59,0,"white",0
"682",70,1,0,0,1,63,1,"hispanic",0
"683",50,1,0,0,1,48,1,"hispanic",0
"684",0,1,1,0,0,39,1,"black",1
"685",50,1,0,0,1,49,0,"hispanic",0
"686",50,1,0,0,1,39,1,"hispanic",0
"687",89,0,1,0,0,60,1,"black",1
"688",0,0,0,0,1,35,0,"hispanic",1
"689",50,0,1,0,0,18,1,"black",0
"690",93,0,1,0,0,45,1,"black",0
"691",50,0,1,0,0,48,1,"black",1
"692",51,0,0,1,0,72,1,"white",1
"693",50,1,1,0,0,66,1,"black",0
"694",0,1,1,0,0,34,0,"black",1
"695",50,0,0,0,1,65,0,"hispanic",0
"696",50,0,1,0,0,28,1,"black",1
"697",50,0,1,0,0,53,1,"black",1
"698",50,0,0,0,1,51,0,"hispanic",0
"699",100,1,0,0,1,43,1,"hispanic",0
"700",100,1,0,0,1,43,0,"hispanic",0
"701",100,1,0,0,1,58,1,"hispanic",0
"702",50,0,1,0,0,32,1,"black",1
"703",0,1,0,0,1,33,0,"hispanic",0
"704",100,0,0,0,1,44,0,"hispanic",0
"705",50,0,0,0,1,40,1,"hispanic",0
"706",0,0,0,0,1,41,0,"hispanic",0
"707",0,0,0,0,1,68,1,"hispanic",0
"708",50,1,1,0,0,35,1,"black",1
"709",90,0,1,0,0,25,1,"black",1
"710",93,0,1,0,0,19,0,"black",1
"711",50,1,1,0,0,56,1,"black",1
"712",0,1,0,1,0,66,1,"white",1
"713",0,1,0,1,0,42,0,"white",0
"714",85,0,1,0,0,34,0,"black",1
"715",50,0,0,1,0,50,0,"white",1
"716",50,0,0,0,1,51,0,"hispanic",0
"717",91,0,0,0,1,19,1,"hispanic",0
"718",100,0,1,0,0,64,1,"black",1
"719",100,0,1,0,0,44,0,"black",1
"720",19,0,1,0,0,50,1,"black",1
"721",67,1,1,0,0,53,1,"black",1
"722",95,0,0,1,0,41,1,"white",0
"723",55,0,0,1,0,19,1,"white",0
"724",50,0,1,0,0,55,1,"black",1
"725",39,0,1,0,0,60,0,"black",0
"726",50,0,1,0,0,23,0,"black",1
"727",50,0,1,0,0,70,0,"black",1
"728",50,0,1,0,0,51,1,"black",1
"729",50,1,1,0,0,32,0,"black",1
"730",100,1,1,0,0,53,1,"black",1
"731",50,1,0,0,1,23,1,"hispanic",0
"732",50,1,1,0,0,36,1,"black",1
"733",100,0,0,0,1,66,0,"hispanic",1
"734",50,1,1,0,0,24,0,"black",1
"735",50,1,1,0,0,55,1,"black",1
"736",65,1,1,0,0,22,0,"black",1
"737",50,1,0,0,1,59,1,"hispanic",1
"738",0,1,1,0,0,40,1,"black",1
"739",100,0,0,0,1,25,1,"hispanic",0
"740",40,1,0,0,1,20,1,"hispanic",0
"741",66,0,1,0,0,58,0,"black",1
"742",18,0,0,1,0,71,0,"white",1
"743",100,1,0,0,1,39,1,"hispanic",0
"744",51,1,1,0,0,42,0,"black",0
"745",4,0,1,0,0,23,0,"black",0
"746",95,1,0,0,1,58,0,"hispanic",0
"747",96,1,0,0,1,28,1,"hispanic",0
"748",57,1,1,0,0,37,0,"black",1
"749",50,0,0,1,0,23,1,"white",0
"750",10,0,1,0,0,49,0,"black",1
"751",50,0,1,0,0,29,1,"black",1
"752",100,1,0,0,1,45,1,"hispanic",0
"753",30,1,1,0,0,52,1,"black",1
"754",0,1,1,0,0,20,0,"black",1
"755",14,1,1,0,0,73,0,"black",1
"756",100,1,1,0,0,63,0,"black",1
"757",94,1,1,0,0,30,1,"black",1
"758",0,0,0,0,1,31,1,"hispanic",0
"759",55,0,0,0,1,30,1,"hispanic",0
"760",0,0,0,1,0,77,0,"white",1
"761",10,0,0,1,0,67,1,"white",1
"762",89,0,0,1,0,29,1,"white",0
"763",81,1,1,0,0,19,0,"black",1
"764",37,0,1,0,0,21,1,"black",1
"765",100,1,0,0,1,27,0,"hispanic",1
"766",50,1,1,0,0,37,1,"black",1
"767",50,1,1,0,0,19,0,"black",0
"768",50,1,1,0,0,55,0,"black",1
"769",50,0,0,0,1,43,1,"hispanic",1
"770",50,0,0,0,1,57,0,"hispanic",0
"771",35,1,0,1,0,65,0,"white",1
"772",21,1,0,1,0,46,0,"white",1
"773",10,1,0,1,0,54,0,"white",1
"774",50,0,1,0,0,73,0,"black",1
"775",10,0,1,0,0,24,1,"black",1
"776",100,0,1,0,0,20,0,"black",1
"777",50,0,0,1,0,66,0,"white",0
"778",7,1,0,0,1,20,0,"hispanic",1
"779",0,0,1,0,0,19,0,"black",1
"780",50,0,0,0,1,44,0,"hispanic",0
"781",50,1,1,0,0,63,0,"black",1
"782",50,1,1,0,0,22,1,"black",0
"783",50,1,1,0,0,25,0,"black",1
"784",0,0,0,1,0,66,1,"white",0
"785",50,1,0,1,0,48,0,"white",1
"786",50,1,0,1,0,57,1,"white",1
"787",0,1,0,1,0,58,0,"white",1
"788",50,0,1,0,0,65,0,"black",1
"789",50,0,1,0,0,21,0,"black",1
"790",50,0,1,0,0,43,1,"black",1
"791",49,0,1,0,0,58,1,"black",1
"792",50,0,1,0,0,21,1,"black",0
"793",50,1,1,0,0,63,1,"black",1
"794",50,1,1,0,0,64,1,"black",1
"795",100,1,1,0,0,73,1,"black",1
"796",100,1,1,0,0,53,1,"black",1
"797",0,0,1,0,0,61,1,"black",1
"798",15,0,1,0,0,37,1,"black",1
"799",50,1,0,0,1,22,0,"hispanic",1
"800",0,1,1,0,0,55,1,"black",1
"801",50,1,1,0,0,33,1,"black",1
"802",50,0,1,0,0,72,1,"black",1
"803",50,1,1,0,0,19,1,"black",1
"804",50,1,1,0,0,38,1,"black",1
"805",91,0,1,0,0,34,1,"black",0
"806",100,0,1,0,0,38,0,"black",1
"807",61,0,1,0,0,46,0,"black",1
"808",0,0,1,0,0,45,1,"black",0
"809",50,1,1,0,0,70,1,"black",1
"810",50,1,1,0,0,38,1,"black",0
"811",50,1,1,0,0,19,0,"black",1
"812",50,1,0,1,0,30,0,"white",1
"813",64,0,1,0,0,66,1,"black",1
"814",50,1,1,0,0,75,1,"black",1
"815",89,0,1,0,0,56,1,"black",1
"816",0,1,1,0,0,20,1,"black",1
"817",100,1,1,0,0,68,1,"black",1
"818",54,1,1,0,0,45,1,"black",1
"819",0,1,1,0,0,45,1,"black",1
"820",0,1,1,0,0,19,1,"black",1
"821",50,0,1,0,0,69,1,"black",1
"822",50,0,1,0,0,77,0,"black",1
"823",50,1,1,0,0,24,1,"black",1
"824",50,1,1,0,0,41,1,"black",1
"825",0,0,1,0,0,66,1,"black",0
"826",50,0,1,0,0,71,1,"black",1
"827",50,0,1,0,0,35,1,"black",1
"828",50,0,1,0,0,32,1,"black",1
"829",0,0,1,0,0,56,1,"black",1
"830",50,0,1,0,0,61,0,"black",1
"831",50,0,1,0,0,21,1,"black",0
"832",27,0,1,0,0,18,0,"black",1
"833",20,0,0,0,1,21,1,"hispanic",1
"834",60,0,0,0,1,53,0,"hispanic",0
"835",63,0,0,0,1,39,1,"hispanic",0
"836",20,1,1,0,0,36,0,"black",1
"837",50,0,0,0,1,35,1,"hispanic",0
"838",70,0,1,0,0,65,1,"black",1
"839",50,0,0,0,1,24,1,"hispanic",0
"840",50,0,1,0,0,52,1,"black",1
"841",0,0,1,0,0,27,0,"black",1
"842",50,0,0,0,1,89,1,"hispanic",1
"843",50,0,0,1,0,18,1,"white",0
"844",50,0,0,1,0,24,0,"white",0
"845",95,1,0,0,1,36,1,"hispanic",0
"846",17,1,1,0,0,64,1,"black",1
"847",50,1,1,0,0,45,0,"black",1
"848",64,1,1,0,0,20,1,"black",1
"849",50,1,0,1,0,58,1,"white",1
"850",50,0,1,0,0,49,0,"black",1
"851",60,0,1,0,0,56,0,"black",1
"852",50,0,1,0,0,55,1,"black",1
"853",99,0,1,0,0,61,1,"black",1
"854",0,0,1,0,0,20,0,"black",1
"855",49,1,1,0,0,50,0,"black",0
"856",50,1,1,0,0,49,1,"black",1
"857",4,0,0,1,0,67,0,"white",1
"858",50,0,0,1,0,24,1,"white",1
"859",100,1,0,0,1,33,0,"hispanic",1
"860",50,0,0,0,1,35,0,"hispanic",0
"861",50,1,0,0,1,24,1,"hispanic",1
"862",50,0,0,0,1,27,0,"hispanic",1
"863",76,0,1,0,0,65,1,"black",1
"864",71,0,1,0,0,26,1,"black",1
"865",100,1,0,0,1,52,0,"hispanic",0
"866",100,1,0,0,1,85,1,"hispanic",0
"867",0,1,1,0,0,33,1,"black",1
"868",0,0,0,0,1,46,1,"hispanic",0
"869",23,0,0,0,1,52,0,"hispanic",0
"870",50,1,0,0,1,47,0,"hispanic",0
"871",50,1,0,0,1,36,1,"hispanic",1
"872",58,1,1,0,0,19,0,"black",1
"873",38,1,1,0,0,22,1,"black",0
"874",24,1,1,0,0,51,1,"black",1
"875",50,1,0,0,1,26,1,"hispanic",1
"876",100,1,1,0,0,68,0,"black",1
"877",100,1,1,0,0,73,1,"black",1
"878",50,0,0,0,1,58,0,"hispanic",0
"879",50,0,1,0,0,42,1,"black",0
"880",10,0,1,0,0,45,0,"black",1
"881",100,1,1,0,0,35,0,"black",1
"882",50,0,1,0,0,58,1,"black",1
"883",50,0,0,0,1,58,1,"hispanic",1
"884",50,0,0,0,1,26,1,"hispanic",0
"885",50,0,1,0,0,26,0,"black",0
"886",50,0,0,0,1,54,1,"hispanic",0
"887",74,0,1,0,0,24,0,"black",0
"888",50,0,0,0,1,49,1,"hispanic",0
"889",13,1,0,0,1,29,1,"hispanic",0
"890",24,1,0,0,1,31,0,"hispanic",0
"891",37,1,1,0,0,66,1,"black",1
"892",41,1,1,0,0,67,0,"black",1
"893",100,0,0,0,1,30,1,"hispanic",0
"894",45,0,0,0,1,66,0,"hispanic",0
"895",50,0,1,0,0,20,0,"black",1
"896",50,1,1,0,0,61,1,"black",1
"897",33,1,1,0,0,33,0,"black",1
"898",50,0,1,0,0,51,0,"black",1
"899",50,0,1,0,0,21,1,"black",1
"900",50,1,0,0,1,55,0,"hispanic",0
"901",0,0,0,0,1,54,0,"hispanic",1
"902",50,1,1,0,0,37,1,"black",0
"903",100,0,1,0,0,32,1,"black",1
"904",50,0,1,0,0,28,1,"black",1
"905",50,1,1,0,0,21,1,"black",1
"906",9,1,0,0,1,32,1,"hispanic",1
"907",39,1,0,0,1,19,1,"hispanic",1
"908",44,1,0,0,1,21,1,"hispanic",1
"909",50,1,0,0,1,52,1,"hispanic",1
"910",72,0,1,0,0,23,1,"black",0
"911",50,1,1,0,0,46,1,"black",1
"912",0,1,1,0,0,21,1,"black",0
"913",55,1,1,0,0,61,1,"black",1
"914",2,0,1,0,0,64,1,"black",0
"915",50,1,0,0,1,52,0,"hispanic",0
"916",50,0,1,0,0,59,1,"black",1
"917",0,1,0,1,0,45,1,"white",1
"918",50,1,0,0,1,58,1,"hispanic",1
"919",50,1,0,1,0,66,0,"white",0
"920",0,0,0,0,1,22,1,"hispanic",1
"921",50,1,1,0,0,53,1,"black",1
"922",50,0,0,0,1,54,1,"hispanic",0
"923",16,0,1,0,0,24,0,"black",0
"924",54,0,0,0,1,78,1,"hispanic",0
"925",17,0,0,0,1,31,1,"hispanic",0
"926",10,0,0,0,1,54,0,"hispanic",1
"927",0,0,0,0,1,19,0,"hispanic",0
"928",65,1,1,0,0,21,0,"black",0
"929",50,1,1,0,0,42,1,"black",1
"930",50,0,0,0,1,37,0,"hispanic",1
"931",100,0,0,0,1,67,0,"hispanic",0
"932",0,1,1,0,0,65,1,"black",0
"933",3,1,0,1,0,46,0,"white",0
"934",50,1,0,1,0,68,1,"white",0
"935",50,1,0,1,0,48,1,"white",0
"936",50,1,1,0,0,67,1,"black",1
"937",100,1,1,0,0,48,1,"black",1
"938",50,1,1,0,0,44,1,"black",1
"939",50,1,1,0,0,18,1,"black",1
"940",50,1,1,0,0,56,1,"black",1
"941",41,1,1,0,0,60,0,"black",1
"942",50,1,0,0,1,56,0,"hispanic",1
"943",50,1,0,0,1,21,0,"hispanic",0
"944",50,0,1,0,0,22,0,"black",0
"945",100,0,0,1,0,33,0,"white",1
"946",0,1,0,0,1,55,1,"hispanic",1
"947",50,0,0,1,0,78,1,"white",0
"948",24,1,1,0,0,55,0,"black",0
"949",76,1,0,0,1,61,0,"hispanic",0
"950",46,1,0,0,1,25,0,"hispanic",0
"951",76,1,0,0,1,30,0,"hispanic",0
"952",50,1,1,0,0,77,0,"black",1
"953",100,1,1,0,0,24,1,"black",0
"954",90,0,1,0,0,67,1,"black",1
"955",61,0,1,0,0,20,1,"black",0
"956",100,0,1,0,0,49,0,"black",1
"957",15,1,1,0,0,65,1,"black",1
"958",10,0,0,0,1,42,1,"hispanic",1
"959",0,0,0,0,1,21,1,"hispanic",1
"960",0,1,0,0,1,30,1,"hispanic",0
"961",0,1,0,0,1,32,0,"hispanic",1
"962",50,1,1,0,0,23,1,"black",1
"963",84,1,1,0,0,48,1,"black",1
"964",50,1,1,0,0,20,1,"black",1
"965",50,0,1,0,0,22,1,"black",1
"966",50,0,1,0,0,72,0,"black",1
"967",0,0,1,0,0,20,1,"black",1
"968",50,1,1,0,0,35,1,"black",1
"969",100,0,0,0,1,26,1,"hispanic",1
"970",0,1,1,0,0,59,1,"black",1
"971",71,0,1,0,0,68,1,"black",0
"972",84,0,1,0,0,73,0,"black",0
"973",0,0,0,0,1,61,1,"hispanic",0
"974",0,0,0,0,1,50,1,"hispanic",0
"975",100,0,1,0,0,57,0,"black",1
"976",100,0,1,0,0,84,1,"black",1
"977",55,0,1,0,0,28,0,"black",0
"978",0,1,0,0,1,56,1,"hispanic",1
"979",50,0,0,0,1,30,1,"hispanic",0
"980",50,1,0,1,0,70,0,"white",0
"981",50,1,0,1,0,52,0,"white",1
"982",50,1,0,1,0,53,1,"white",1
"983",10,1,0,1,0,19,1,"white",1
"984",50,1,0,0,1,34,1,"hispanic",0
"985",40,0,0,0,1,59,1,"hispanic",1
"986",50,0,0,0,1,19,1,"hispanic",0
"987",50,0,0,0,1,21,0,"hispanic",1
"988",0,0,0,1,0,50,0,"white",0
"989",100,1,0,0,1,40,1,"hispanic",1
"990",50,1,0,0,1,50,0,"hispanic",1
"991",50,0,0,1,0,26,0,"white",0
"992",50,0,0,1,0,66,1,"white",0
"993",90,0,0,0,1,45,1,"hispanic",1
"994",50,1,0,0,1,49,1,"hispanic",0
"995",50,0,0,1,0,60,1,"white",1
"996",20,0,0,0,1,31,0,"hispanic",0
"997",7,1,0,1,0,50,1,"white",0
"998",50,1,0,1,0,53,0,"white",0
"999",77,0,0,1,0,54,0,"white",0
"1000",50,0,0,1,0,68,0,"white",0
"1001",50,1,0,0,1,61,0,"hispanic",1
"1002",100,0,0,0,1,59,1,"hispanic",0
"1003",50,1,0,0,1,29,0,"hispanic",0
"1004",50,0,0,0,1,66,1,"hispanic",1
"1005",50,0,0,1,0,21,0,"white",1
"1006",100,0,0,0,1,68,0,"hispanic",1
"1007",100,0,0,0,1,31,0,"hispanic",1
"1008",72,1,0,0,1,69,1,"hispanic",0
"1009",97,1,0,0,1,70,0,"hispanic",0
"1010",80,0,0,0,1,45,1,"hispanic",0
"1011",50,0,0,0,1,73,1,"hispanic",1
"1012",50,0,0,0,1,35,1,"hispanic",1
"1013",50,0,0,1,0,91,0,"white",1
"1014",50,1,0,0,1,23,0,"hispanic",0
"1015",22,0,0,0,1,53,0,"hispanic",0
"1016",0,0,0,0,1,52,1,"hispanic",1
"1017",50,1,0,0,1,24,1,"hispanic",0
"1018",50,1,0,0,1,36,1,"hispanic",0
"1019",50,1,0,1,0,77,0,"white",1
"1020",50,1,0,1,0,78,0,"white",1
"1021",11,1,0,1,0,73,1,"white",1
"1022",50,1,0,1,0,65,0,"white",0
"1023",80,0,0,0,1,61,1,"hispanic",0
"1024",50,0,0,0,1,32,1,"hispanic",0
"1025",50,1,0,1,0,72,0,"white",0
"1026",0,1,0,0,1,39,1,"hispanic",0
"1027",30,1,0,0,1,49,1,"hispanic",0
"1028",50,1,0,1,0,63,1,"white",0
"1029",92,1,0,1,0,66,0,"white",0
"1030",69,1,0,0,1,65,1,"hispanic",0
"1031",50,1,0,1,0,75,1,"white",0
"1032",44,0,0,1,0,73,0,"white",0
"1033",10,0,0,0,1,24,1,"hispanic",0
"1034",0,1,0,0,1,23,0,"hispanic",1
"1035",50,1,0,1,0,41,1,"white",1
"1036",0,1,0,0,1,46,1,"hispanic",1
"1037",50,1,0,0,1,60,1,"hispanic",1
"1038",50,1,0,1,0,60,1,"white",1
"1039",50,1,0,0,1,71,1,"hispanic",0
"1040",50,1,0,0,1,71,1,"hispanic",0
"1041",50,1,0,0,1,49,0,"hispanic",0
"1042",50,1,0,0,1,44,1,"hispanic",0
"1043",50,1,0,0,1,69,1,"hispanic",0
"1044",0,0,0,0,1,19,1,"hispanic",0
"1045",50,0,0,0,1,48,0,"hispanic",0
"1046",50,0,0,0,1,49,1,"hispanic",0
"1047",50,1,0,1,0,57,0,"white",1
"1048",8,0,0,1,0,46,1,"white",1
"1049",67,0,0,0,1,73,0,"hispanic",0
"1050",50,1,0,0,1,27,1,"hispanic",0
"1051",0,0,0,0,1,23,0,"hispanic",0
"1052",0,0,0,0,1,34,1,"hispanic",0
"1053",100,0,0,0,1,33,0,"hispanic",0
"1054",26,0,0,0,1,23,1,"hispanic",0
"1055",22,0,0,0,1,34,1,"hispanic",0
"1056",50,0,0,0,1,48,0,"hispanic",1
"1057",99,0,0,0,1,74,0,"hispanic",1
"1058",86,1,0,0,1,31,1,"hispanic",0
"1059",50,1,0,0,1,31,0,"hispanic",0
"1060",91,1,0,1,0,68,0,"white",1
"1061",36,1,0,1,0,71,1,"white",1
"1062",57,1,0,1,0,51,1,"white",1
"1063",32,0,0,0,1,83,0,"hispanic",0
"1064",50,0,0,0,1,64,0,"hispanic",0
"1065",50,0,0,0,1,58,1,"hispanic",0
"1066",40,0,0,0,1,53,1,"hispanic",1
"1067",70,0,0,0,1,29,1,"hispanic",1
"1068",13,0,0,0,1,51,1,"hispanic",1
"1069",50,0,0,0,1,48,1,"hispanic",0
"1070",50,0,0,1,0,48,0,"white",0
"1071",50,1,0,1,0,18,0,"white",0
"1072",50,1,0,1,0,39,1,"white",0
"1073",51,0,0,1,0,63,0,"white",0
"1074",0,0,0,0,1,23,0,"hispanic",0
"1075",6,0,0,1,0,50,0,"white",0
"1076",50,1,0,0,1,71,1,"hispanic",0
"1077",50,1,0,0,1,45,1,"hispanic",0
"1078",50,1,0,0,1,48,0,"hispanic",0
"1079",50,1,0,0,1,29,0,"hispanic",0
"1080",0,1,0,0,1,25,0,"hispanic",1
"1081",50,0,0,1,0,44,1,"white",0
"1082",100,1,0,0,1,57,1,"hispanic",1
"1083",49,1,0,0,1,58,1,"hispanic",1
"1084",10,0,0,0,1,77,1,"hispanic",0
"1085",100,1,0,0,1,63,0,"hispanic",0
"1086",100,1,0,0,1,77,1,"hispanic",0
"1087",50,0,0,0,1,70,1,"hispanic",0
"1088",9,1,0,1,0,21,1,"white",0
"1089",20,1,0,0,1,54,1,"hispanic",0
"1090",50,1,0,0,1,59,1,"hispanic",0
"1091",50,1,0,1,0,90,1,"white",1
"1092",50,1,0,0,1,26,1,"hispanic",0
"1093",50,1,0,0,1,68,1,"hispanic",0
"1094",50,1,0,1,0,52,1,"white",0
"1095",50,0,0,1,0,66,0,"white",0
"1096",80,0,0,0,1,67,1,"hispanic",0
"1097",50,1,0,0,1,70,0,"hispanic",0
"1098",59,0,0,0,1,48,0,"hispanic",1
"1099",50,0,0,0,1,49,1,"hispanic",1
"1100",14,0,0,0,1,73,1,"hispanic",1
"1101",55,0,0,0,1,48,1,"hispanic",1
"1102",9,0,0,0,1,56,1,"hispanic",0
"1103",53,1,0,0,1,81,0,"hispanic",0
"1104",50,1,0,0,1,60,1,"hispanic",0
"1105",86,1,0,0,1,55,1,"hispanic",0
"1106",76,1,0,0,1,63,0,"hispanic",0
"1107",50,0,0,0,1,24,0,"hispanic",0
"1108",88,1,0,0,1,29,0,"hispanic",1
"1109",63,0,0,0,1,57,1,"hispanic",0
"1110",0,0,0,0,1,22,0,"hispanic",0
"1111",12,0,0,0,1,67,0,"hispanic",0
"1112",88,0,0,1,0,52,0,"white",0
"1113",63,0,0,1,0,63,1,"white",1
"1114",0,0,0,0,1,50,1,"hispanic",1
"1115",40,1,0,0,1,66,0,"hispanic",0
"1116",0,0,0,0,1,20,1,"hispanic",0
"1117",50,0,0,0,1,47,1,"hispanic",0
"1118",0,0,0,0,1,40,1,"hispanic",0
"1119",50,1,0,1,0,43,0,"white",0
"1120",50,1,0,0,1,40,1,"hispanic",0
"1121",50,0,0,1,0,72,1,"white",0
"1122",73,1,0,0,1,60,0,"hispanic",1
"1123",35,0,0,1,0,21,0,"white",0
"1124",50,0,0,1,0,59,0,"white",1
"1125",50,1,0,1,0,62,1,"white",0
"1126",100,0,0,0,1,38,0,"hispanic",1
"1127",0,0,0,1,0,29,1,"white",1
"1128",52,1,0,0,1,45,1,"hispanic",0
"1129",50,1,0,0,1,52,0,"hispanic",0
"1130",0,1,0,0,1,20,0,"hispanic",1
"1131",7,1,0,0,1,21,1,"hispanic",1
"1132",55,0,0,0,1,57,1,"hispanic",0
"1133",50,0,0,0,1,56,0,"hispanic",1
"1134",50,0,0,1,0,58,1,"white",1
"1135",29,1,0,0,1,41,1,"hispanic",0
"1136",50,1,0,0,1,25,0,"hispanic",0
"1137",50,1,0,0,1,22,0,"hispanic",0
"1138",50,1,0,0,1,42,1,"hispanic",0
"1139",50,1,0,0,1,22,0,"hispanic",0
"1140",50,0,0,0,1,75,0,"hispanic",0
"1141",14,0,0,0,1,80,1,"hispanic",0
"1142",50,0,0,0,1,38,1,"hispanic",0
"1143",50,1,0,0,1,78,0,"hispanic",0
"1144",50,1,0,1,0,57,1,"white",1
"1145",0,0,0,1,0,69,1,"white",1
"1146",0,0,0,0,1,35,1,"hispanic",1
"1147",50,1,0,1,0,60,1,"white",1
"1148",50,1,0,0,1,67,0,"hispanic",0
"1149",50,0,0,0,1,51,1,"hispanic",0
"1150",50,0,0,0,1,30,1,"hispanic",0
"1151",50,0,0,0,1,38,1,"hispanic",0
"1152",90,1,0,0,1,47,1,"hispanic",0
"1153",50,1,0,0,1,20,1,"hispanic",0
"1154",50,1,0,1,0,63,1,"white",1
"1155",0,0,0,0,1,27,1,"hispanic",0
"1156",15,1,0,0,1,20,1,"hispanic",1
"1157",50,0,0,0,1,75,0,"hispanic",0
"1158",24,1,0,0,1,43,0,"hispanic",1
"1159",0,1,0,0,1,53,1,"hispanic",1
"1160",40,1,0,0,1,33,0,"hispanic",1
"1161",50,1,0,0,1,21,1,"hispanic",0
"1162",0,1,0,1,0,57,0,"white",1
"1163",50,1,0,0,1,66,0,"hispanic",0
"1164",25,1,0,0,1,39,0,"hispanic",1
"1165",9,1,0,0,1,53,1,"hispanic",0
"1166",0,1,0,0,1,56,0,"hispanic",0
"1167",28,1,0,0,1,57,1,"hispanic",1
"1168",11,1,0,0,1,31,0,"hispanic",1
"1169",39,1,0,0,1,26,0,"hispanic",1
"1170",100,1,0,0,1,90,1,"hispanic",0
"1171",100,0,0,0,1,19,0,"hispanic",0
"1172",50,0,0,0,1,73,1,"hispanic",0
"1173",39,1,0,0,1,69,0,"hispanic",1
"1174",0,1,0,0,1,63,1,"hispanic",1
"1175",50,0,0,1,0,49,1,"white",1
"1176",20,0,0,1,0,65,1,"white",1
"1177",50,1,0,0,1,27,1,"hispanic",0
"1178",90,1,0,1,0,65,1,"white",0
"1179",50,0,0,0,1,33,1,"hispanic",0
"1180",48,0,0,0,1,44,1,"hispanic",1
"1181",0,1,0,0,1,47,1,"hispanic",1
"1182",0,1,0,0,1,21,0,"hispanic",0
"1183",50,1,0,0,1,53,0,"hispanic",0
"1184",50,1,0,0,1,46,1,"hispanic",1
